Point ID,arc_length,Points_0,Points_1,Points_2,Points_Magnitude,Result,tke,u,v,v_mag,vtkValidPointMask,w
0,0,451.5,105.35,0.003,463.628,0.846543,0.772341,0.847637,-0.000160951,0.847637,1,-3.58969e-07
1,0.224997,451.5,105.35,0.227997,463.628,0.145716,0.759388,4.88735,-0.000882325,4.88735,1,0.000356125
2,0.449994,451.5,105.35,0.452994,463.628,0.127619,0.744885,5.52561,-0.000954232,5.52561,1,0.000821575
3,0.674991,451.5,105.35,0.677991,463.628,0.118121,0.730932,5.90979,-0.000977071,5.90979,1,0.00132815
4,0.899988,451.5,105.35,0.902988,463.629,0.11197,0.716809,6.17468,-0.000977265,6.17468,1,0.00186453
5,1.12498,451.5,105.35,1.12799,463.629,0.107425,0.702675,6.37478,-0.000965877,6.37478,1,0.00242246
6,1.34998,451.5,105.35,1.35298,463.63,0.103598,0.688735,6.54382,-0.000949567,6.54382,1,0.00299183
7,1.57498,451.5,105.35,1.57798,463.631,0.100333,0.674974,6.6883,-0.000929492,6.6883,1,0.00357024
8,1.79998,451.5,105.35,1.80298,463.631,0.0976037,0.66185,6.80836,-0.000906768,6.80836,1,0.00416034
9,2.02497,451.5,105.35,2.02797,463.632,0.0951978,0.649112,6.91364,-0.000882519,6.91364,1,0.00475729
10,2.24997,451.5,105.35,2.25297,463.633,0.0928436,0.636523,7.01661,-0.000858197,7.01661,1,0.00535407
11,2.47497,451.5,105.35,2.47797,463.635,0.091117,0.625749,7.09142,-0.000833424,7.09142,1,0.00594693
12,2.69996,451.5,105.35,2.70296,463.636,0.0893902,0.614975,7.16623,-0.000808668,7.16624,1,0.00653971
13,2.92496,451.5,105.35,2.92796,463.637,0.0876634,0.604201,7.24104,-0.000783912,7.24105,1,0.00713249
14,3.14996,451.5,105.35,3.15296,463.639,0.0863296,0.595506,7.2999,-0.000761195,7.2999,1,0.00774265
15,3.37495,451.5,105.35,3.37795,463.64,0.0851974,0.587877,7.35054,-0.000739608,7.35055,1,0.0083614
16,3.59995,451.5,105.35,3.60295,463.642,0.0840652,0.580247,7.40119,-0.00071802,7.40119,1,0.00898015
17,3.82495,451.5,105.35,3.82795,463.644,0.082933,0.572618,7.45183,-0.000696432,7.45184,1,0.00959889
18,4.04995,451.5,105.35,4.05295,463.646,0.0818457,0.565333,7.50094,-0.000675359,7.50094,1,0.0102117
19,4.27494,451.5,105.35,4.27794,463.648,0.0812777,0.562032,7.5322,-0.00066046,7.53221,1,0.010754
20,4.49994,451.5,105.35,4.50294,463.65,0.0807093,0.558728,7.56347,-0.000645588,7.56348,1,0.0112959
21,4.72494,451.5,105.35,4.72794,463.652,0.080141,0.555423,7.59474,-0.000630715,7.59475,1,0.0118379
22,4.94993,451.5,105.35,4.95293,463.654,0.0795726,0.552119,7.62601,-0.000615842,7.62602,1,0.0123799
23,5.17493,451.5,105.35,5.17793,463.657,0.0790043,0.548814,7.65727,-0.000600969,7.65729,1,0.0129218
24,5.39993,451.5,105.35,5.40293,463.659,0.0784359,0.54551,7.68854,-0.000586097,7.68855,1,0.0134638
25,5.62493,451.5,105.35,5.62792,463.662,0.0783691,0.546989,7.70542,-0.000579792,7.70543,1,0.0140866
26,5.84992,451.5,105.35,5.85292,463.665,0.0783361,0.548789,7.72132,-0.000574104,7.72133,1,0.0147143
27,6.07492,451.5,105.35,6.07792,463.668,0.0783031,0.550589,7.73722,-0.000568415,7.73723,1,0.015342
28,6.29992,451.5,105.35,6.30292,463.671,0.0782701,0.552389,7.75312,-0.000562727,7.75314,1,0.0159696
29,6.52491,451.5,105.35,6.52791,463.674,0.078237,0.554188,7.76902,-0.000557038,7.76904,1,0.0165973
30,6.74991,451.5,105.35,6.75291,463.677,0.078204,0.555988,7.78492,-0.00055135,7.78494,1,0.017225
31,6.97491,451.5,105.35,6.97791,463.68,0.078171,0.557788,7.80082,-0.000545662,7.80084,1,0.0178526
32,7.1999,451.5,105.35,7.2029,463.684,0.078138,0.559588,7.81672,-0.000539973,7.81675,1,0.0184803
33,7.4249,451.5,105.35,7.4279,463.687,0.0784439,0.565252,7.82424,-0.000542419,7.82426,1,0.0189527
34,7.6499,451.5,105.35,7.6529,463.691,0.0788957,0.572574,7.82815,-0.000548364,7.82818,1,0.0193564
35,7.8749,451.5,105.35,7.87789,463.695,0.0793476,0.579895,7.83207,-0.000554309,7.83209,1,0.0197601
36,8.09989,451.5,105.35,8.10289,463.699,0.0797994,0.587216,7.83598,-0.000560254,7.83601,1,0.0201638
37,8.32489,451.5,105.35,8.32789,463.703,0.0802512,0.594538,7.8399,-0.000566199,7.83992,1,0.0205675
38,8.54989,451.5,105.35,8.55289,463.707,0.080703,0.601859,7.84381,-0.000572144,7.84384,1,0.0209712
39,8.77488,451.5,105.35,8.77788,463.711,0.0811548,0.609181,7.84772,-0.00057809,7.84775,1,0.0213749
40,8.99988,451.5,105.35,9.00288,463.715,0.0816066,0.616502,7.85164,-0.000584035,7.85167,1,0.0217786
41,9.22488,451.5,105.35,9.22788,463.72,0.0820584,0.623824,7.85555,-0.00058998,7.85558,1,0.0221822
42,9.44987,451.5,105.35,9.45287,463.724,0.0825102,0.631145,7.85947,-0.000595925,7.8595,1,0.0225859
43,9.67487,451.5,105.35,9.67787,463.729,0.082962,0.638467,7.86338,-0.00060187,7.86341,1,0.0229896
44,9.89987,451.5,105.35,9.90287,463.734,0.0836839,0.649652,7.86126,-0.000612678,7.8613,1,0.0234712
45,10.1249,451.5,105.35,10.1279,463.739,0.0845483,0.66287,7.85598,-0.000625968,7.85601,1,0.0239908
46,10.3499,451.5,105.35,10.3529,463.744,0.0854128,0.676088,7.85069,-0.000639258,7.85073,1,0.0245104
47,10.5749,451.5,105.35,10.5779,463.749,0.0862772,0.689305,7.8454,-0.000652548,7.84544,1,0.0250299
48,10.7999,451.5,105.35,10.8029,463.754,0.0871416,0.702523,7.84011,-0.000665838,7.84016,1,0.0255495
49,11.0249,451.5,105.35,11.0279,463.759,0.0880061,0.715741,7.83483,-0.000679128,7.83487,1,0.0260691
50,11.2498,451.5,105.35,11.2528,463.764,0.0888705,0.728959,7.82954,-0.000692418,7.82959,1,0.0265887
51,11.4748,451.5,105.35,11.4778,463.77,0.0897349,0.742177,7.82425,-0.000705708,7.8243,1,0.0271082
52,11.6998,451.5,105.35,11.7028,463.776,0.0905994,0.755395,7.81897,-0.000718998,7.81902,1,0.0276278
53,11.9248,451.5,105.35,11.9278,463.781,0.0914638,0.768613,7.81368,-0.000732288,7.81373,1,0.0281474
54,12.1498,451.5,105.35,12.1528,463.787,0.0923282,0.781831,7.80839,-0.000745578,7.80844,1,0.0286669
55,12.3748,451.5,105.35,12.3778,463.793,0.0931926,0.795049,7.8031,-0.000758868,7.80316,1,0.0291865
56,12.5998,451.5,105.35,12.6028,463.799,0.0940571,0.808266,7.79782,-0.000772158,7.79787,1,0.0297061
57,12.8248,451.5,105.35,12.8278,463.805,0.0949215,0.821484,7.79253,-0.000785448,7.79259,1,0.0302257
58,13.0498,451.5,105.35,13.0528,463.812,0.0957859,0.834702,7.78724,-0.000798738,7.7873,1,0.0307452
59,13.2748,451.5,105.35,13.2778,463.818,0.0968882,0.852202,7.77741,-0.00082316,7.77747,1,0.0309938
60,13.4998,451.5,105.35,13.5028,463.825,0.0980353,0.870519,7.76675,-0.000849687,7.76681,1,0.0311868
61,13.7248,451.5,105.35,13.7278,463.831,0.0991825,0.888835,7.75608,-0.000876214,7.75615,1,0.0313798
62,13.9498,451.5,105.35,13.9528,463.838,0.10033,0.907152,7.74542,-0.000902741,7.74548,1,0.0315728
63,14.1748,451.5,105.35,14.1778,463.845,0.101477,0.925469,7.73475,-0.000929268,7.73482,1,0.0317658
64,14.3998,451.5,105.35,14.4028,463.852,0.102624,0.943786,7.72409,-0.000955795,7.72415,1,0.0319588
65,14.6248,451.5,105.35,14.6278,463.859,0.103771,0.962103,7.71342,-0.000982321,7.71349,1,0.0321518
66,14.8498,451.5,105.35,14.8528,463.866,0.104918,0.980419,7.70275,-0.00100885,7.70282,1,0.0323448
67,15.0748,451.5,105.35,15.0778,463.873,0.106066,0.998736,7.69209,-0.00103538,7.69216,1,0.0325379
68,15.2998,451.5,105.35,15.3028,463.88,0.107198,1.0173,7.68181,-0.00105962,7.68188,1,0.0327031
69,15.5248,451.5,105.35,15.5278,463.888,0.108315,1.03605,7.67196,-0.00108163,7.67203,1,0.0328412
70,15.7498,451.5,105.35,15.7528,463.895,0.109431,1.05481,7.6621,-0.00110363,7.66217,1,0.0329792
71,15.9748,451.5,105.35,15.9778,463.903,0.110548,1.07357,7.65224,-0.00112564,7.65231,1,0.0331173
