Point ID,arc_length,Points_0,Points_1,Points_2,Points_Magnitude,Result,tke,u,v,v_mag,vtkValidPointMask,w
0,0,451.5,105.35,0.003,463.628,0.843509,0.376779,0.594167,-0.000110658,0.594167,1,-2.24284e-07
1,0.224997,451.5,105.35,0.227997,463.628,0.14533,0.371076,3.4255,-0.000605639,3.4255,1,0.000249108
2,0.449994,451.5,105.35,0.452994,463.628,0.127316,0.364017,3.87194,-0.000653954,3.87194,1,0.000574647
3,0.674991,451.5,105.35,0.677991,463.628,0.117856,0.357199,4.14061,-0.000668582,4.14061,1,0.000928923
4,0.899988,451.5,105.35,0.902988,463.629,0.111728,0.350293,4.32583,-0.000667662,4.32584,1,0.00130402
5,1.12498,451.5,105.35,1.12799,463.629,0.107198,0.34338,4.46574,-0.000658794,4.46574,1,0.00169415
6,1.34998,451.5,105.35,1.35298,463.63,0.103384,0.336565,4.58392,-0.000646553,4.58392,1,0.00209227
7,1.57498,451.5,105.35,1.57798,463.631,0.10013,0.329838,4.68491,-0.000631731,4.68491,1,0.00249668
8,1.79998,451.5,105.35,1.80298,463.631,0.0974102,0.323426,4.76883,-0.000615102,4.76883,1,0.00290924
9,2.02497,451.5,105.35,2.02797,463.632,0.0950128,0.317205,4.84241,-0.000597435,4.84241,1,0.00332658
10,2.24997,451.5,105.35,2.25297,463.633,0.0926671,0.311058,4.91437,-0.00057972,4.91437,1,0.00374379
11,2.47497,451.5,105.35,2.47797,463.635,0.0909477,0.305805,4.96663,-0.000561729,4.96663,1,0.00415816
12,2.69996,451.5,105.35,2.70296,463.636,0.0892283,0.300551,5.01889,-0.00054375,5.01889,1,0.00457248
13,2.92496,451.5,105.35,2.92796,463.637,0.0875089,0.295298,5.07115,-0.000525771,5.07116,1,0.0049868
14,3.14996,451.5,105.35,3.15296,463.639,0.086182,0.291067,5.11226,-0.000509231,5.11226,1,0.00541326
15,3.37495,451.5,105.35,3.37795,463.64,0.0850567,0.28736,5.14761,-0.000493486,5.14762,1,0.00584572
16,3.59995,451.5,105.35,3.60295,463.642,0.0839314,0.283652,5.18297,-0.000477741,5.18298,1,0.00627819
17,3.82495,451.5,105.35,3.82795,463.644,0.0828061,0.279945,5.21833,-0.000461996,5.21834,1,0.00671065
18,4.04995,451.5,105.35,4.05295,463.646,0.0817256,0.276407,5.25262,-0.000446611,5.25262,1,0.00713898
19,4.27494,451.5,105.35,4.27794,463.648,0.0811641,0.274824,5.27442,-0.000435546,5.27443,1,0.00751787
20,4.49994,451.5,105.35,4.50294,463.65,0.0806024,0.273239,5.29623,-0.000424499,5.29624,1,0.00789657
21,4.72494,451.5,105.35,4.72794,463.652,0.0800406,0.271653,5.31804,-0.000413453,5.31805,1,0.00827527
22,4.94993,451.5,105.35,4.95293,463.654,0.0794788,0.270068,5.33985,-0.000402407,5.33986,1,0.00865397
23,5.17493,451.5,105.35,5.17793,463.657,0.078917,0.268483,5.36166,-0.00039136,5.36167,1,0.00903266
