Point ID,arc_length,Points_0,Points_1,Points_2,Points_Magnitude,Result,tke,u,v,v_mag,vtkValidPointMask,w
0,0,451.5,105.35,0.003,463.628,nan,nan,nan,nan,nan,0,nan
1,0.224997,451.5,105.35,0.227997,463.628,0.14141,0.80036,5.1701,-0.006796,5.1701,1,0.000220119
2,0.449994,451.5,105.35,0.452994,463.628,0.124178,0.78687,5.83644,-0.00722391,5.83645,1,0.000504851
3,0.674991,451.5,105.35,0.677991,463.628,0.115184,0.773874,6.23595,-0.00726798,6.23595,1,0.000811928
4,0.899988,451.5,105.35,0.902988,463.629,0.109437,0.761113,6.50986,-0.00713814,6.50987,1,0.00113354
5,1.12498,451.5,105.35,1.12799,463.629,0.10527,0.74888,6.71546,-0.00692287,6.71547,1,0.00146411
6,1.34998,451.5,105.35,1.35298,463.63,0.101818,0.737243,6.88833,-0.00667423,6.88834,1,0.00179725
7,1.57498,451.5,105.35,1.57798,463.631,0.0989276,0.726116,7.03532,-0.00640053,7.03533,1,0.00213223
8,1.79998,451.5,105.35,1.80298,463.631,0.0965726,0.716028,7.15675,-0.00611363,7.15676,1,0.00247265
9,2.02497,451.5,105.35,2.02797,463.632,0.0945411,0.706566,7.26272,-0.00581937,7.26272,1,0.0028164
10,2.24997,451.5,105.35,2.25297,463.633,0.0925594,0.697274,7.36631,-0.00552536,7.36632,1,0.00315854
11,2.47497,451.5,105.35,2.47797,463.635,0.0911801,0.690009,7.44101,-0.0052399,7.44102,1,0.00348142
12,2.69996,451.5,105.35,2.70296,463.636,0.0898008,0.682743,7.51571,-0.00495444,7.51571,1,0.0038043
13,2.92496,451.5,105.35,2.92796,463.637,0.0884215,0.675478,7.59041,-0.00466898,7.59041,1,0.00412718
14,3.14996,451.5,105.35,3.15296,463.639,0.087375,0.669859,7.64938,-0.00440485,7.64938,1,0.00447136
15,3.37495,451.5,105.35,3.37795,463.64,0.0864993,0.665077,7.70025,-0.00415235,7.70025,1,0.00482657
