Point ID,arc_length,Points_0,Points_1,Points_2,Points_Magnitude,Result,tke,u,v,v_mag,vtkValidPointMask,w
0,0,451.5,-255.425,35,519.922,nan,nan,nan,nan,nan,0,nan
1,0.510849,451.5,-254.914,35,519.672,0.0886875,1.21473,10.1469,-2.1751e-05,10.1469,1,-0.00341855
2,1.0217,451.5,-254.403,35,519.421,0.0886875,1.21473,10.1469,-3.38789e-05,10.1469,1,-0.00341841
3,1.53255,451.5,-253.892,35,519.171,0.0886875,1.21473,10.1469,-4.60498e-05,10.1469,1,-0.00341779
4,2.0434,451.5,-253.382,35,518.921,0.0886875,1.21473,10.1469,-5.822e-05,10.1469,1,-0.00341697
5,2.55424,451.5,-252.871,35,518.672,0.0886874,1.21473,10.1469,-7.03902e-05,10.1469,1,-0.00341615
6,3.06509,451.5,-252.36,35,518.423,0.0886874,1.21473,10.1469,-8.23024e-05,10.1469,1,-0.00341494
7,3.57594,451.5,-251.849,35,518.175,0.0886873,1.21472,10.1469,-9.41122e-05,10.1469,1,-0.00341361
8,4.08681,451.5,-251.338,35,517.927,0.0886873,1.21472,10.1469,-0.000105922,10.1469,1,-0.00341228
9,4.59766,451.5,-250.827,35,517.679,0.0886872,1.21472,10.1469,-0.00011796,10.1469,1,-0.00341051
10,5.10851,451.5,-250.316,35,517.432,0.0886871,1.21472,10.1469,-0.000130026,10.1469,1,-0.00340864
11,5.61935,451.5,-249.806,35,517.185,0.0886871,1.21472,10.1469,-0.000142091,10.1469,1,-0.00340678
12,6.1302,451.5,-249.295,35,516.938,0.088687,1.21471,10.1469,-0.000154098,10.1469,1,-0.00340445
13,6.64105,451.5,-248.784,35,516.692,0.0886869,1.21471,10.1469,-0.000166079,10.1469,1,-0.00340206
14,7.1519,451.5,-248.273,35,516.446,0.0886868,1.21471,10.1468,-0.000178068,10.1469,1,-0.00339967
15,7.66275,451.5,-247.762,35,516.201,0.0886867,1.2147,10.1468,-0.000190098,10.1468,1,-0.00339676
16,8.1736,451.5,-247.251,35,515.956,0.0886866,1.2147,10.1468,-0.000202123,10.1468,1,-0.00339383
