Point ID,arc_length,Points_0,Points_1,Points_2,Points_Magnitude,Result,tke,u,v,v_mag,vtkValidPointMask,w
0,0,451.5,-255.425,35,519.922,nan,nan,nan,nan,nan,0,nan
1,0.510849,451.5,-254.914,35,519.672,0.0884872,1.46972,11.1864,-0.000145089,11.1864,1,-0.00381958
2,1.0217,451.5,-254.403,35,519.421,0.0884872,1.46971,11.1864,-0.00022598,11.1864,1,-0.00382056
3,1.53255,451.5,-253.892,35,519.171,0.0884872,1.46971,11.1864,-0.000307046,11.1864,1,-0.00382101
4,2.0434,451.5,-253.382,35,518.921,0.0884872,1.46971,11.1864,-0.000388152,11.1864,1,-0.00382124
5,2.55424,451.5,-252.871,35,518.672,0.0884873,1.46971,11.1864,-0.000469257,11.1864,1,-0.00382146
6,3.06509,451.5,-252.36,35,518.423,0.0884873,1.46971,11.1864,-0.000548562,11.1864,1,-0.00382188
7,3.57594,451.5,-251.849,35,518.175,0.0884873,1.46971,11.1864,-0.000627266,11.1864,1,-0.00382235
8,4.08681,451.5,-251.338,35,517.927,0.0884873,1.46971,11.1864,-0.000705974,11.1864,1,-0.00382283
9,4.59766,451.5,-250.827,35,517.679,0.0884872,1.46971,11.1864,-0.000786034,11.1864,1,-0.00382344
10,5.10851,451.5,-250.316,35,517.432,0.0884872,1.46971,11.1864,-0.00086634,11.1864,1,-0.00382408
11,5.61935,451.5,-249.806,35,517.185,0.0884872,1.46971,11.1864,-0.000946645,11.1864,1,-0.00382473
12,6.1302,451.5,-249.295,35,516.938,0.0884871,1.46971,11.1864,-0.00102639,11.1864,1,-0.00382558
13,6.64105,451.5,-248.784,35,516.692,0.0884871,1.4697,11.1864,-0.00110604,11.1864,1,-0.00382646
14,7.1519,451.5,-248.273,35,516.446,0.0884871,1.4697,11.1864,-0.0011857,11.1864,1,-0.00382734
15,7.66275,451.5,-247.762,35,516.201,0.088487,1.4697,11.1864,-0.00126549,11.1864,1,-0.00382843
16,8.1736,451.5,-247.251,35,515.956,0.0884869,1.4697,11.1864,-0.00134528,11.1864,1,-0.00382952
17,8.68445,451.5,-246.741,35,515.711,0.0884869,1.46969,11.1864,-0.0014251,11.1864,1,-0.00383062
18,9.1953,451.5,-246.23,35,515.467,0.0884868,1.46969,11.1864,-0.00150467,11.1864,1,-0.00383194
19,9.70615,451.5,-245.719,35,515.223,0.0884867,1.46969,11.1864,-0.00158425,11.1864,1,-0.00383327
20,10.217,451.5,-245.208,35,514.98,0.0884866,1.46968,11.1864,-0.00166384,11.1864,1,-0.00383461
21,10.7278,451.5,-244.697,35,514.737,0.0884865,1.46968,11.1864,-0.00174329,11.1864,1,-0.00383616
22,11.2387,451.5,-244.186,35,514.494,0.0884864,1.46968,11.1864,-0.00182274,11.1864,1,-0.00383771
23,11.7496,451.5,-243.675,35,514.252,0.0884863,1.46967,11.1864,-0.00190219,11.1864,1,-0.00383929
24,12.2604,451.5,-243.165,35,514.01,0.0884861,1.46967,11.1864,-0.00198145,11.1864,1,-0.00384107
25,12.7713,451.5,-242.654,35,513.768,0.088486,1.46966,11.1864,-0.0020607,11.1864,1,-0.00384284
26,13.2821,451.5,-242.143,35,513.527,0.0884859,1.46966,11.1864,-0.00213994,11.1864,1,-0.00384466
27,13.793,451.5,-241.632,35,513.287,0.0884857,1.46965,11.1864,-0.00221898,11.1864,1,-0.00384666
28,14.3038,451.5,-241.121,35,513.046,0.0884856,1.46965,11.1864,-0.00229802,11.1864,1,-0.00384867
29,14.8147,451.5,-240.61,35,512.807,0.0884854,1.46964,11.1864,-0.00237702,11.1864,1,-0.00385072
30,15.3255,451.5,-240.1,35,512.567,0.0884853,1.46964,11.1864,-0.00245581,11.1864,1,-0.00385294
31,15.8363,451.5,-239.589,35,512.328,0.0884851,1.46963,11.1864,-0.00253461,11.1864,1,-0.00385516
32,16.3472,451.5,-239.078,35,512.089,0.0884849,1.46963,11.1864,-0.00261334,11.1864,1,-0.00385745
33,16.858,451.5,-238.567,35,511.851,0.0884847,1.46962,11.1864,-0.00269186,11.1864,1,-0.00385988
34,17.3689,451.5,-238.056,35,511.613,0.0884845,1.46961,11.1864,-0.00277037,11.1864,1,-0.00386232
35,17.8797,451.5,-237.545,35,511.376,0.0884844,1.46961,11.1864,-0.0028488,11.1864,1,-0.00386483
36,18.3906,451.5,-237.034,35,511.138,0.0884841,1.4696,11.1864,-0.00292701,11.1864,1,-0.00386747
37,18.9014,451.5,-236.524,35,510.902,0.0884839,1.46959,11.1864,-0.00300522,11.1864,1,-0.00387011
38,19.4123,451.5,-236.013,35,510.665,0.0884837,1.46959,11.1864,-0.0030833,11.1864,1,-0.00387284
39,19.9232,451.5,-235.502,35,510.43,0.0884835,1.46958,11.1864,-0.00316117,11.1864,1,-0.00387568
40,20.434,451.5,-234.991,35,510.194,0.0884833,1.46957,11.1864,-0.00323905,11.1864,1,-0.00387853
41,20.9449,451.5,-234.48,35,509.959,0.088483,1.46956,11.1864,-0.00331675,11.1864,1,-0.00388146
42,21.4557,451.5,-233.969,35,509.724,0.0884828,1.46956,11.1864,-0.00339425,11.1864,1,-0.00388449
43,21.9666,451.5,-233.458,35,509.49,0.0884826,1.46955,11.1864,-0.00347175,11.1864,1,-0.00388752
