Point ID,arc_length,Points_0,Points_1,Points_2,Points_Magnitude,Result,tke,u,v,v_mag,vtkValidPointMask,w
0,0,-149,-105.35,0.003,182.482,0.850547,0.655139,0.777037,-8.45736e-05,0.777037,1,0.000314789
1,0.224997,-149,-105.35,0.227997,182.482,0.189746,1.03376,4.3792,-0.000181411,4.3792,1,-0.00686607
2,0.449994,-149,-105.35,0.452994,182.482,0.17339,1.12346,4.99612,-0.00015598,4.99613,1,-0.00741807
3,0.674991,-149,-105.35,0.677991,182.483,0.163113,1.15271,5.37403,-0.000146067,5.37403,1,-0.00676783
4,0.899988,-149,-105.35,0.902988,182.484,0.156714,1.16961,5.63529,-0.000139039,5.63529,1,-0.00622403
5,1.12498,-149,-105.35,1.12799,182.485,0.152185,1.18078,5.83334,-0.00013334,5.83334,1,-0.00581944
6,1.34998,-149,-105.35,1.35298,182.487,0.148231,1.18602,6.00117,-0.000130307,6.00117,1,-0.0051786
7,1.57498,-149,-105.35,1.57798,182.489,0.145044,1.1909,6.14528,-0.000127192,6.14528,1,-0.00470654
8,1.79998,-149,-105.35,1.80298,182.491,0.142418,1.19386,6.26633,-0.000124962,6.26633,1,-0.00424772
9,2.02497,-149,-105.35,2.02797,182.493,0.140236,1.1972,6.37358,-0.000122249,6.37358,1,-0.0039301
10,2.24997,-149,-105.35,2.25297,182.496,0.137971,1.19833,6.47843,-0.000121311,6.47843,1,-0.00350438
11,2.47497,-149,-105.35,2.47797,182.499,0.136447,1.20023,6.55819,-0.000119355,6.55819,1,-0.00323295
12,2.69996,-149,-105.35,2.70296,182.502,0.134923,1.20213,6.63794,-0.000117401,6.63794,1,-0.00296158
13,2.92496,-149,-105.35,2.92796,182.505,0.13332,1.2027,6.71744,-0.000116805,6.71744,1,-0.00272531
14,3.14996,-149,-105.35,3.15296,182.509,0.132072,1.20357,6.78359,-0.000115715,6.78359,1,-0.00252783
15,3.37495,-149,-105.35,3.37795,182.513,0.131007,1.20459,6.84286,-0.000114372,6.84286,1,-0.00235032
16,3.59995,-149,-105.35,3.60295,182.517,0.129942,1.20561,6.90213,-0.000113029,6.90213,1,-0.00217282
17,3.82495,-149,-105.35,3.82795,182.522,0.12884,1.206,6.9613,-0.000112498,6.9613,1,-0.00204697
18,4.04995,-149,-105.35,4.05295,182.527,0.127762,1.20632,7.01927,-0.000112038,7.01927,1,-0.00192823
19,4.27494,-149,-105.35,4.27794,182.532,0.127018,1.20687,7.06335,-0.000111101,7.06335,1,-0.00180918
20,4.49994,-149,-105.35,4.50294,182.537,0.126273,1.20742,7.10744,-0.000110164,7.10744,1,-0.00169012
21,4.72494,-149,-105.35,4.72794,182.543,0.125529,1.20797,7.15153,-0.000109227,7.15153,1,-0.00157107
22,4.94993,-149,-105.35,4.95293,182.549,0.124777,1.20838,7.19561,-0.000108517,7.19561,1,-0.0014761
23,5.17493,-149,-105.35,5.17793,182.555,0.124011,1.20855,7.23965,-0.000108227,7.23965,1,-0.001426
24,5.39993,-149,-105.35,5.40293,182.562,0.123245,1.20871,7.28369,-0.000107938,7.28369,1,-0.00137589
25,5.62493,-149,-105.35,5.62792,182.569,0.122709,1.20899,7.31723,-0.000107306,7.31723,1,-0.0013073
26,5.84992,-149,-105.35,5.85292,182.576,0.122189,1.20929,7.35005,-0.00010665,7.35005,1,-0.00123745
27,6.07492,-149,-105.35,6.07792,182.583,0.121669,1.20959,7.38287,-0.000105995,7.38287,1,-0.00116759
28,6.29992,-149,-105.35,6.30292,182.591,0.121149,1.20988,7.41569,-0.000105339,7.41569,1,-0.00109774
29,6.52491,-149,-105.35,6.52791,182.599,0.120629,1.21018,7.44851,-0.000104684,7.44851,1,-0.00102788
30,6.74991,-149,-105.35,6.75291,182.607,0.120099,1.21028,7.48131,-0.000104453,7.48131,1,-0.00100129
31,6.97491,-149,-105.35,6.97791,182.615,0.119567,1.21036,7.51411,-0.000104252,7.51411,1,-0.000977749
32,7.1999,-149,-105.35,7.2029,182.624,0.119036,1.21045,7.54692,-0.000104051,7.54692,1,-0.000954213
33,7.4249,-149,-105.35,7.4279,182.633,0.118622,1.21059,7.57389,-0.000103667,7.57389,1,-0.000921099
34,7.6499,-149,-105.35,7.6529,182.642,0.118258,1.21074,7.59834,-0.000103205,7.59834,1,-0.000883831
35,7.8749,-149,-105.35,7.87789,182.652,0.117895,1.2109,7.62279,-0.000102742,7.62279,1,-0.000846563
36,8.09989,-149,-105.35,8.10289,182.662,0.117531,1.21106,7.64724,-0.000102279,7.64724,1,-0.000809295
