Point ID,arc_length,Points_0,Points_1,Points_2,Points_Magnitude,Result,tke,u,v,v_mag,vtkValidPointMask,w
0,0,0,-255.425,35,257.812,nan,nan,nan,nan,nan,0,nan
1,0.510849,0,-254.914,35,257.306,0.0964893,1.14238,9.04441,-0.000493528,9.04442,1,0.00267584
2,1.0217,0,-254.403,35,256.8,0.0964893,1.14238,9.04442,-0.000767929,9.04442,1,0.00267649
3,1.53255,0,-253.892,35,256.294,0.0964893,1.14238,9.04442,-0.00104353,9.04442,1,0.00267881
4,2.0434,0,-253.382,35,255.787,0.0964893,1.14238,9.04442,-0.00131967,9.04442,1,0.00268185
5,2.55424,0,-252.871,35,255.281,0.0964893,1.14238,9.04442,-0.00159581,9.04442,1,0.00268488
6,3.06509,0,-252.36,35,254.775,0.0964892,1.14238,9.04443,-0.00186585,9.04443,1,0.00268972
7,3.57594,0,-251.849,35,254.269,0.0964892,1.14238,9.04443,-0.00213402,9.04443,1,0.00269512
8,4.08681,0,-251.338,35,253.763,0.0964891,1.14238,9.04444,-0.0024022,9.04444,1,0.00270053
9,4.59766,0,-250.827,35,253.257,0.0964891,1.14238,9.04444,-0.00267561,9.04444,1,0.00270774
10,5.10851,0,-250.316,35,252.752,0.096489,1.14238,9.04445,-0.00295014,9.04445,1,0.00271532
11,5.61935,0,-249.806,35,252.246,0.096489,1.14238,9.04445,-0.00322467,9.04445,1,0.00272291
12,6.1302,0,-249.295,35,251.74,0.0964889,1.14238,9.04446,-0.0034981,9.04446,1,0.00273242
13,6.64105,0,-248.784,35,251.234,0.0964888,1.14238,9.04447,-0.00377142,9.04447,1,0.00274218
14,7.1519,0,-248.273,35,250.728,0.0964888,1.14238,9.04448,-0.00404474,9.04448,1,0.00275194
15,7.66275,0,-247.762,35,250.222,0.0964887,1.14238,9.04449,-0.00431989,9.04449,1,0.00276378
16,8.1736,0,-247.251,35,249.716,0.0964886,1.14238,9.0445,-0.00459516,9.0445,1,0.00277572
17,8.68445,0,-246.741,35,249.211,0.0964885,1.14238,9.0445,-0.00487043,9.04451,1,0.0027877
18,9.1953,0,-246.23,35,248.705,0.0964884,1.14238,9.04452,-0.00514653,9.04452,1,0.00280183
19,9.70615,0,-245.719,35,248.199,0.0964883,1.14238,9.04453,-0.00542265,9.04453,1,0.00281596
20,10.217,0,-245.208,35,247.693,0.0964882,1.14238,9.04454,-0.00569888,9.04454,1,0.00283027
21,10.7278,0,-244.697,35,247.188,0.0964881,1.14239,9.04455,-0.00597662,9.04455,1,0.00284661
22,11.2387,0,-244.186,35,246.682,0.0964879,1.14239,9.04456,-0.00625436,9.04457,1,0.00286295
23,11.7496,0,-243.675,35,246.176,0.0964878,1.14239,9.04458,-0.00653231,9.04458,1,0.00287961
24,12.2604,0,-243.165,35,245.671,0.0964877,1.14239,9.04459,-0.00681161,9.04459,1,0.00289817
25,12.7713,0,-242.654,35,245.165,0.0964876,1.14239,9.0446,-0.00709091,9.04461,1,0.00291674
26,13.2821,0,-242.143,35,244.659,0.0964874,1.14239,9.04462,-0.00737059,9.04462,1,0.00293577
27,13.793,0,-241.632,35,244.154,0.0964873,1.14239,9.04463,-0.0076518,9.04464,1,0.00295658
