Point ID,arc_length,Points_0,Points_1,Points_2,Points_Magnitude,Result,tke,u,v,v_mag,vtkValidPointMask,w
0,0,270.9,-255.425,35,373.97,nan,nan,nan,nan,nan,0,nan
1,0.510849,270.9,-254.914,35,373.622,0.0911834,1.03589,9.1137,-0.000169217,9.1137,1,-0.000162378
2,1.0217,270.9,-254.403,35,373.273,0.0911834,1.03589,9.1137,-0.000261504,9.1137,1,-0.000162074
3,1.53255,270.9,-253.892,35,372.925,0.0911833,1.03588,9.1137,-0.000355937,9.1137,1,-0.000160824
4,2.0434,270.9,-253.382,35,372.578,0.0911832,1.03588,9.11371,-0.000450232,9.11371,1,-0.00015918
5,2.55424,270.9,-252.871,35,372.23,0.0911831,1.03588,9.11371,-0.000543112,9.11371,1,-0.000157551
6,3.06509,270.9,-252.36,35,371.883,0.091183,1.03588,9.11372,-0.000635604,9.11372,1,-0.000154991
7,3.57594,270.9,-251.849,35,371.537,0.0911829,1.03588,9.11373,-0.000726795,9.11373,1,-0.000152166
8,4.08681,270.9,-251.338,35,371.191,0.0911827,1.03588,9.11373,-0.000816766,9.11373,1,-0.000149365
9,4.59766,270.9,-250.827,35,370.845,0.0911826,1.03588,9.11374,-0.000910444,9.11374,1,-0.000145561
10,5.10851,270.9,-250.316,35,370.5,0.0911824,1.03588,9.11376,-0.00100353,9.11376,1,-0.000141587
11,5.61935,270.9,-249.806,35,370.155,0.0911822,1.03587,9.11377,-0.00109552,9.11377,1,-0.000137642
12,6.1302,270.9,-249.295,35,369.81,0.091182,1.03587,9.11378,-0.00118909,9.11378,1,-0.000132614
13,6.64105,270.9,-248.784,35,369.466,0.0911817,1.03587,9.11379,-0.00128134,9.11379,1,-0.000127508
14,7.1519,270.9,-248.273,35,369.122,0.0911815,1.03587,9.11381,-0.00137264,9.11381,1,-0.000122435
15,7.66275,270.9,-247.762,35,368.779,0.0911812,1.03586,9.11382,-0.00146664,9.11382,1,-0.000116164
16,8.1736,270.9,-247.251,35,368.436,0.0911809,1.03586,9.11384,-0.00155908,9.11384,1,-0.000109908
17,8.68445,270.9,-246.741,35,368.093,0.0911806,1.03586,9.11386,-0.00165077,9.11386,1,-0.000103663
18,9.1953,270.9,-246.23,35,367.751,0.0911803,1.03586,9.11388,-0.00174483,9.11388,1,-9.6168e-05
19,9.70615,270.9,-245.719,35,367.409,0.0911799,1.03585,9.1139,-0.00183703,9.1139,1,-8.8767e-05
20,10.217,270.9,-245.208,35,367.068,0.0911796,1.03585,9.11392,-0.00192881,9.11392,1,-8.12902e-05
