Point ID,arc_length,Points_0,Points_1,Points_2,Points_Magnitude,Result,tke,u,v,v_mag,vtkValidPointMask,w
0,0,-149,-255.425,35,297.772,nan,nan,nan,nan,nan,0,nan
1,0.510849,-149,-254.914,35,297.334,0.0997874,1.21421,9.01625,-3.12796e-06,9.01625,1,-9.22804e-05
2,1.0217,-149,-254.403,35,296.896,0.0997874,1.21421,9.01625,-6.37448e-06,9.01625,1,-9.22703e-05
3,1.53255,-149,-253.892,35,296.458,0.0997874,1.21421,9.01625,-8.09119e-06,9.01625,1,-9.22605e-05
4,2.0434,-149,-253.382,35,296.021,0.0997874,1.21421,9.01625,-1.03732e-05,9.01625,1,-9.22395e-05
5,2.55424,-149,-252.871,35,295.584,0.0997874,1.21421,9.01625,-1.36691e-05,9.01625,1,-9.2209e-05
6,3.06509,-149,-252.36,35,295.147,0.0997874,1.21421,9.01625,-1.52237e-05,9.01625,1,-9.21899e-05
7,3.57594,-149,-251.849,35,294.71,0.0997874,1.21421,9.01625,-1.75825e-05,9.01625,1,-9.21532e-05
8,4.08681,-149,-251.338,35,294.273,0.0997874,1.21421,9.01625,-2.08e-05,9.01625,1,-9.2103e-05
9,4.59766,-149,-250.827,35,293.837,0.0997874,1.21421,9.01625,-2.21999e-05,9.01625,1,-9.20766e-05
10,5.10851,-149,-250.316,35,293.401,0.0997874,1.21421,9.01625,-2.47205e-05,9.01625,1,-9.20235e-05
11,5.61935,-149,-249.806,35,292.966,0.0997874,1.21421,9.01625,-2.79672e-05,9.01625,1,-9.19549e-05
12,6.1302,-149,-249.295,35,292.53,0.0997874,1.21421,9.01625,-2.92266e-05,9.01625,1,-9.19229e-05
13,6.64105,-149,-248.784,35,292.095,0.0997874,1.21421,9.01625,-3.18739e-05,9.01625,1,-9.18509e-05
14,7.1519,-149,-248.273,35,291.66,0.0997874,1.21421,9.01625,-3.51016e-05,9.01625,1,-9.17632e-05
15,7.66275,-149,-247.762,35,291.225,0.0997874,1.21421,9.01625,-3.6218e-05,9.01625,1,-9.17272e-05
16,8.1736,-149,-247.251,35,290.791,0.0997874,1.21421,9.01625,-3.90047e-05,9.01625,1,-9.16349e-05
17,8.68445,-149,-246.741,35,290.357,0.0997874,1.21421,9.01625,-4.21898e-05,9.01625,1,-9.15292e-05
18,9.1953,-149,-246.23,35,289.923,0.0997874,1.21421,9.01625,-4.32034e-05,9.01625,1,-9.14896e-05
19,9.70615,-149,-245.719,35,289.489,0.0997874,1.21421,9.01625,-4.61227e-05,9.01625,1,-9.13752e-05
20,10.217,-149,-245.208,35,289.055,0.0997874,1.21421,9.01625,-4.91582e-05,9.01625,1,-9.12557e-05
21,10.7278,-149,-244.697,35,288.622,0.0997874,1.21421,9.01625,-5.01693e-05,9.01625,1,-9.12102e-05
22,11.2387,-149,-244.186,35,288.189,0.0997874,1.21421,9.01625,-5.3221e-05,9.01625,1,-9.10721e-05
23,11.7496,-149,-243.675,35,287.756,0.0997874,1.21421,9.01625,-5.61082e-05,9.01625,1,-9.09405e-05
24,12.2604,-149,-243.165,35,287.324,0.0997874,1.21421,9.01625,-5.71153e-05,9.01625,1,-9.08881e-05
25,12.7713,-149,-242.654,35,286.892,0.0997874,1.21421,9.01625,-6.02948e-05,9.01625,1,-9.0723e-05
26,13.2821,-149,-242.143,35,286.46,0.0997874,1.21421,9.01625,-6.30315e-05,9.01625,1,-9.05801e-05
27,13.793,-149,-241.632,35,286.028,0.0997874,1.21421,9.01625,-6.41588e-05,9.01625,1,-9.05167e-05
28,14.3038,-149,-241.121,35,285.597,0.0997874,1.21421,9.01625,-6.73456e-05,9.01625,1,-9.03351e-05
29,14.8147,-149,-240.61,35,285.165,0.0997874,1.21421,9.01625,-6.99298e-05,9.01625,1,-9.01794e-05
30,15.3255,-149,-240.1,35,284.735,0.0997874,1.21421,9.01625,-7.11712e-05,9.01625,1,-9.00747e-05
31,15.8363,-149,-239.589,35,284.304,0.0997874,1.21421,9.01625,-7.43156e-05,9.01625,1,-8.98375e-05
32,16.3472,-149,-239.078,35,283.874,0.0997874,1.21421,9.01625,-7.67435e-05,9.01625,1,-8.9671e-05
33,16.858,-149,-238.567,35,283.443,0.0997874,1.21421,9.01625,-7.81629e-05,9.01625,1,-8.96215e-05
34,17.3689,-149,-238.056,35,283.014,0.0997874,1.21421,9.01625,-8.13637e-05,9.01625,1,-8.94741e-05
35,17.8797,-149,-237.545,35,282.584,0.0997874,1.21421,9.01625,-8.36811e-05,9.01625,1,-8.9357e-05
36,18.3906,-149,-237.034,35,282.155,0.0997874,1.21421,9.01625,-8.52079e-05,9.01625,1,-8.92423e-05
37,18.9014,-149,-236.524,35,281.726,0.0997874,1.21421,9.01625,-8.83486e-05,9.01625,1,-8.89969e-05
38,19.4123,-149,-236.013,35,281.297,0.0997874,1.21421,9.01625,-9.04735e-05,9.01625,1,-8.8806e-05
39,19.9232,-149,-235.502,35,280.868,0.0997874,1.21421,9.01625,-9.20911e-05,9.01625,1,-8.86171e-05
40,20.434,-149,-234.991,35,280.44,0.0997874,1.21421,9.01625,-9.51786e-05,9.01625,1,-8.82929e-05
41,20.9449,-149,-234.48,35,280.012,0.0997874,1.21421,9.01625,-9.71606e-05,9.01625,1,-8.81069e-05
42,21.4557,-149,-233.969,35,279.585,0.0997874,1.21421,9.01625,-9.89533e-05,9.01625,1,-8.7977e-05
43,21.9666,-149,-233.458,35,279.157,0.0997874,1.21421,9.01625,-0.000102078,9.01625,1,-8.77349e-05
44,22.4774,-149,-232.948,35,278.73,0.0997874,1.21421,9.01625,-0.000103927,9.01625,1,-8.75796e-05
45,22.9883,-149,-232.437,35,278.303,0.0997874,1.21421,9.01625,-0.000105821,9.01625,1,-8.73942e-05
46,23.4991,-149,-231.926,35,277.877,0.0997874,1.21421,9.01625,-0.0001089,9.01625,1,-8.70933e-05
47,24.0099,-149,-231.415,35,277.451,0.0997874,1.21421,9.01625,-0.000110592,9.01625,1,-8.69246e-05
48,24.5208,-149,-230.904,35,277.025,0.0997874,1.21421,9.01625,-0.000112607,9.01625,1,-8.67169e-05
49,25.0316,-149,-230.393,35,276.599,0.0997874,1.21421,9.01625,-0.000115665,9.01625,1,-8.64017e-05
50,25.5425,-149,-229.883,35,276.174,0.0997874,1.21421,9.01625,-0.000117212,9.01625,1,-8.62381e-05
51,26.0533,-149,-229.372,35,275.749,0.0997874,1.21421,9.01625,-0.000119345,9.01625,1,-8.60049e-05
52,26.5642,-149,-228.861,35,275.324,0.0997874,1.21421,9.01625,-0.000122381,9.01625,1,-8.56729e-05
53,27.075,-149,-228.35,35,274.899,0.0997874,1.21421,9.01625,-0.000123782,9.01625,1,-8.55142e-05
54,27.5859,-149,-227.839,35,274.475,0.0997874,1.21421,9.01625,-0.000126027,9.01625,1,-8.52517e-05
55,28.0968,-149,-227.328,35,274.051,0.0997874,1.21421,9.01625,-0.000129035,9.01625,1,-8.48998e-05
56,28.6076,-149,-226.817,35,273.628,0.0997874,1.21421,9.01625,-0.000130291,9.01625,1,-8.47473e-05
57,29.1185,-149,-226.307,35,273.204,0.0997874,1.21421,9.01625,-0.000132645,9.01625,1,-8.44551e-05
58,29.6293,-149,-225.796,35,272.781,0.0997874,1.21421,9.01625,-0.000135625,9.01625,1,-8.40852e-05
59,30.1402,-149,-225.285,35,272.359,0.0997874,1.21421,9.01625,-0.000136738,9.01625,1,-8.39408e-05
60,30.651,-149,-224.774,35,271.936,0.0997874,1.21421,9.01625,-0.000139198,9.01625,1,-8.36172e-05
61,31.1618,-149,-224.263,35,271.514,0.0997874,1.21421,9.01625,-0.000142148,9.01625,1,-8.3229e-05
62,31.6727,-149,-223.752,35,271.092,0.0997874,1.21421,9.01625,-0.00014312,9.01625,1,-8.30946e-05
63,32.1835,-149,-223.241,35,270.671,0.0997874,1.21421,9.01625,-0.000145681,9.01625,1,-8.27388e-05
64,32.6944,-149,-222.731,35,270.25,0.0997874,1.21421,9.01625,-0.000148524,9.01625,1,-8.23434e-05
65,33.2052,-149,-222.22,35,269.829,0.0997874,1.21421,9.01625,-0.000149433,9.01625,1,-8.22101e-05
66,33.7161,-149,-221.709,35,269.408,0.0997874,1.21421,9.01625,-0.00015209,9.01625,1,-8.182e-05
67,34.2269,-149,-221.198,35,268.988,0.0997874,1.21421,9.01625,-0.000154773,9.01625,1,-8.14253e-05
68,34.7378,-149,-220.687,35,268.568,0.0997874,1.21421,9.01625,-0.000155671,9.01625,1,-8.12865e-05
69,35.2487,-149,-220.176,35,268.148,0.0997874,1.21421,9.01625,-0.00015842,9.01625,1,-8.08609e-05
70,35.7595,-149,-219.665,35,267.729,0.0997874,1.21421,9.01625,-0.000160945,9.01625,1,-8.04689e-05
71,36.2704,-149,-219.155,35,267.31,0.0997874,1.21421,9.01625,-0.000161854,9.01625,1,-8.03208e-05
72,36.7812,-149,-218.644,35,266.892,0.0997874,1.21421,9.01625,-0.000164666,9.01625,1,-7.98622e-05
73,37.2921,-149,-218.133,35,266.473,0.0997874,1.21421,9.01625,-0.000167034,9.01625,1,-7.94743e-05
74,37.8029,-149,-217.622,35,266.055,0.0997874,1.21421,9.01625,-0.000168051,9.01625,1,-7.92999e-05
75,38.3138,-149,-217.111,35,265.638,0.0997874,1.21421,9.01625,-0.000170824,9.01625,1,-7.88242e-05
76,38.8246,-149,-216.6,35,265.22,0.0997874,1.21421,9.01625,-0.000173037,9.01625,1,-7.84424e-05
77,39.3354,-149,-216.09,35,264.803,0.0997874,1.21421,9.01625,-0.000174158,9.01625,1,-7.82403e-05
78,39.8463,-149,-215.579,35,264.386,0.0997874,1.21421,9.01625,-0.000176889,9.01625,1,-7.77476e-05
79,40.3571,-149,-215.068,35,263.97,0.0997874,1.21421,9.01625,-0.000178948,9.01625,1,-7.73734e-05
80,40.868,-149,-214.557,35,263.554,0.0997874,1.21421,9.01625,-0.000180168,9.01625,1,-7.71422e-05
81,41.3788,-149,-214.046,35,263.138,0.0997874,1.21421,9.01625,-0.000182855,9.01625,1,-7.66329e-05
82,41.8897,-149,-213.535,35,262.723,0.0997874,1.21421,9.01625,-0.000184762,9.01625,1,-7.6268e-05
83,42.4005,-149,-213.024,35,262.308,0.0997874,1.21421,9.01625,-0.000186077,9.01625,1,-7.60064e-05
84,42.9114,-149,-212.514,35,261.893,0.0997874,1.21421,9.01625,-0.000188718,9.01625,1,-7.54806e-05
85,43.4223,-149,-212.003,35,261.479,0.0997874,1.21421,9.01625,-0.000190476,9.01625,1,-7.51267e-05
86,43.9331,-149,-211.492,35,261.065,0.0997874,1.21421,9.01625,-0.000191879,9.01625,1,-7.48333e-05
87,44.444,-149,-210.981,35,260.651,0.0997874,1.21421,9.01625,-0.000194472,9.01625,1,-7.42914e-05
88,44.9548,-149,-210.47,35,260.238,0.0997874,1.21421,9.01625,-0.000196083,9.01625,1,-7.395e-05
89,45.4657,-149,-209.959,35,259.825,0.0997874,1.21421,9.01625,-0.00019757,9.01625,1,-7.36237e-05
90,45.9765,-149,-209.449,35,259.412,0.0997874,1.21421,9.01625,-0.000200112,9.01625,1,-7.30658e-05
