Point ID,arc_length,Points_0,Points_1,Points_2,Points_Magnitude,Result,tke,u,v,v_mag,vtkValidPointMask,w
0,0,0,105.35,0.003,105.35,nan,nan,nan,nan,nan,0,nan
1,0.224997,0,105.35,0.227997,105.35,0.14211,0.521146,4.15094,0.0404089,4.15114,1,4.20519e-05
2,0.449994,0,105.35,0.452994,105.351,0.126326,0.522925,4.67631,0.0443345,4.67652,1,8.1419e-05
3,0.674991,0,105.35,0.677991,105.352,0.118908,0.527504,4.98704,0.0461244,4.98726,1,0.000108131
4,0.899988,0,105.35,0.902988,105.354,0.114777,0.533818,5.19775,0.0469723,5.19796,1,0.000120504
5,1.12498,0,105.35,1.12799,105.356,0.112195,0.541221,5.35516,0.0473656,5.35537,1,0.000118536
6,1.34998,0,105.35,1.35298,105.359,0.110267,0.549102,5.48774,0.0475714,5.48795,1,0.000107731
7,1.57498,0,105.35,1.57798,105.362,0.108846,0.557348,5.60079,0.0476339,5.60099,1,8.98671e-05
8,1.79998,0,105.35,1.80298,105.365,0.107839,0.565784,5.69545,0.0475882,5.69565,1,6.59794e-05
9,2.02497,0,105.35,2.02797,105.37,0.107081,0.574325,5.77901,0.0474784,5.7792,1,3.87499e-05
10,2.24997,0,105.35,2.25297,105.374,0.106354,0.582852,5.86096,0.0473619,5.86115,1,1.1318e-05
11,2.47497,0,105.35,2.47797,105.379,0.105983,0.591162,5.92338,0.0471696,5.92357,1,-1.65891e-05
12,2.69996,0,105.35,2.70296,105.385,0.105613,0.599469,5.98581,0.0469775,5.98599,1,-4.44177e-05
13,2.92496,0,105.35,2.92796,105.391,0.105242,0.607776,6.04823,0.0467854,6.04841,1,-7.22463e-05
14,3.14996,0,105.35,3.15296,105.397,0.105006,0.615617,6.10066,0.046577,6.10084,1,-9.41362e-05
15,3.37495,0,105.35,3.37795,105.404,0.104837,0.623208,6.14793,0.0463609,6.1481,1,-0.000112706
16,3.59995,0,105.35,3.60295,105.412,0.104669,0.6308,6.1952,0.0461449,6.19537,1,-0.000131277
17,3.82495,0,105.35,3.82795,105.42,0.104501,0.638391,6.24247,0.0459288,6.24264,1,-0.000149847
18,4.04995,0,105.35,4.05295,105.428,0.10434,0.6459,6.28886,0.0457135,6.28903,1,-0.000167036
19,4.27494,0,105.35,4.27794,105.437,0.104261,0.652424,6.32507,0.0455087,6.32523,1,-0.000167029
20,4.49994,0,105.35,4.50294,105.446,0.104183,0.658946,6.36127,0.0453041,6.36143,1,-0.000166861
21,4.72494,0,105.35,4.72794,105.456,0.104104,0.665468,6.39747,0.0450995,6.39763,1,-0.000166694
22,4.94993,0,105.35,4.95293,105.466,0.104025,0.67199,6.43367,0.0448949,6.43383,1,-0.000166526
23,5.17493,0,105.35,5.17793,105.477,0.103946,0.678512,6.46987,0.0446903,6.47003,1,-0.000166359
24,5.39993,0,105.35,5.40293,105.488,0.103868,0.685034,6.50607,0.0444857,6.50622,1,-0.000166192
25,5.62493,0,105.35,5.62792,105.5,0.103817,0.690399,6.53444,0.0443073,6.53459,1,-0.000135375
26,5.84992,0,105.35,5.85292,105.512,0.103769,0.695683,6.56225,0.0441309,6.5624,1,-0.000102236
27,6.07492,0,105.35,6.07792,105.525,0.103721,0.700967,6.59007,0.0439545,6.59022,1,-6.90975e-05
28,6.29992,0,105.35,6.30292,105.538,0.103673,0.706251,6.61789,0.0437781,6.61804,1,-3.59587e-05
