Point ID,arc_length,Points_0,Points_1,Points_2,Points_Magnitude,Result,tke,u,v,v_mag,vtkValidPointMask,w
0,0,90.3,0,0.003,90.3,nan,nan,nan,nan,nan,0,nan
1,0.224997,90.3,0,0.227997,90.3003,0.142846,0.577479,4.34723,0.000787361,4.34723,1,0.000366487
2,0.449994,90.3,0,0.452994,90.3011,0.126882,0.579635,4.9021,0.000708614,4.9021,1,0.000806407
3,0.674991,90.3,0,0.677991,90.3026,0.119025,0.581797,5.23249,0.000602678,5.23249,1,0.00125897
4,0.899988,90.3,0,0.902988,90.3045,0.114351,0.583962,5.45699,0.00049697,5.45699,1,0.00170965
5,1.12498,90.3,0,1.12799,90.307,0.111234,0.586561,5.62373,0.000402322,5.62373,1,0.00214349
6,1.34998,90.3,0,1.35298,90.3101,0.108822,0.589644,5.76289,0.000318904,5.76289,1,0.00255659
7,1.57498,90.3,0,1.57798,90.3138,0.10696,0.593139,5.88027,0.000243911,5.88027,1,0.00295362
8,1.79998,90.3,0,1.80298,90.318,0.105594,0.597223,5.9766,0.000184109,5.9766,1,0.00332444
9,2.02497,90.3,0,2.02797,90.3228,0.104529,0.601677,6.06018,0.000132457,6.06018,1,0.00368032
10,2.24997,90.3,0,2.25297,90.3281,0.103501,0.606147,6.1419,8.31407e-05,6.1419,1,0.00403332
11,2.47497,90.3,0,2.47797,90.334,0.102952,0.611192,6.2009,5.59209e-05,6.2009,1,0.00434068
12,2.69996,90.3,0,2.70296,90.3404,0.102403,0.616238,6.2599,2.87012e-05,6.2599,1,0.00464804
13,2.92496,90.3,0,2.92796,90.3475,0.101852,0.621263,6.3189,1.5347e-06,6.3189,1,0.0049565
14,3.14996,90.3,0,3.15296,90.355,0.101495,0.626233,6.3663,-1.14665e-05,6.3663,1,0.00529244
15,3.37495,90.3,0,3.37795,90.3632,0.101241,0.631211,6.40772,-1.7263e-05,6.40772,1,0.00564062
16,3.59995,90.3,0,3.60295,90.3719,0.100986,0.636188,6.44914,-2.30595e-05,6.44915,1,0.0059888
17,3.82495,90.3,0,3.82795,90.3811,0.100732,0.641166,6.49057,-2.8856e-05,6.49057,1,0.00633698
18,4.04995,90.3,0,4.05295,90.3909,0.100486,0.646029,6.53093,-3.30847e-05,6.53094,1,0.0066901
19,4.27494,90.3,0,4.27794,90.4013,0.100381,0.650357,6.55961,-2.00575e-05,6.55961,1,0.00703713
20,4.49994,90.3,0,4.50294,90.4122,0.100275,0.654686,6.58828,-7.03035e-06,6.58828,1,0.00738416
21,4.72494,90.3,0,4.72794,90.4237,0.10017,0.659015,6.61695,5.99681e-06,6.61695,1,0.00773118
22,4.94993,90.3,0,4.95293,90.4357,0.100065,0.663344,6.64562,1.90239e-05,6.64563,1,0.00807821
23,5.17493,90.3,0,5.17793,90.4483,0.09996,0.667672,6.6743,3.20511e-05,6.6743,1,0.00842524
24,5.39993,90.3,0,5.40293,90.4615,0.0998525,0.671941,6.70286,4.46127e-05,6.70287,1,0.0087763
25,5.62493,90.3,0,5.62792,90.4752,0.0998306,0.675551,6.72218,6.91815e-05,6.72219,1,0.00946921
26,5.84992,90.3,0,5.85292,90.4895,0.0998145,0.679116,6.74086,9.45742e-05,6.74087,1,0.0101855
27,6.07492,90.3,0,6.07792,90.5043,0.0997985,0.682681,6.75954,0.000119967,6.75955,1,0.0109018
28,6.29992,90.3,0,6.30292,90.5197,0.0997825,0.686246,6.77822,0.000145359,6.77824,1,0.0116181
29,6.52491,90.3,0,6.52791,90.5357,0.0997665,0.689811,6.79691,0.000170752,6.79692,1,0.0123344
30,6.74991,90.3,0,6.75291,90.5522,0.0997505,0.693376,6.81559,0.000196145,6.8156,1,0.0130508
31,6.97491,90.3,0,6.97791,90.5692,0.0997344,0.696939,6.83426,0.000221518,6.83427,1,0.0137672
32,7.1999,90.3,0,7.2029,90.5868,0.0997181,0.700466,6.85282,0.000246637,6.85283,1,0.0144858
33,7.4249,90.3,0,7.4279,90.605,0.0997917,0.704072,6.86518,0.000284992,6.8652,1,0.0151371
34,7.6499,90.3,0,7.6529,90.6237,0.0999043,0.707712,6.87485,0.000329088,6.87487,1,0.0157591
35,7.8749,90.3,0,7.87789,90.643,0.100017,0.711353,6.88452,0.000373184,6.88454,1,0.0163811
36,8.09989,90.3,0,8.10289,90.6628,0.10013,0.714993,6.89419,0.00041728,6.89422,1,0.0170032
37,8.32489,90.3,0,8.32789,90.6832,0.100242,0.718633,6.90387,0.000461376,6.90389,1,0.0176252
38,8.54989,90.3,0,8.55289,90.7041,0.100355,0.722273,6.91354,0.000505471,6.91356,1,0.0182472
39,8.77488,90.3,0,8.77788,90.7256,0.100467,0.725913,6.92321,0.000549567,6.92323,1,0.0188693
40,8.99988,90.3,0,9.00288,90.7477,0.10058,0.729553,6.93288,0.000593663,6.93291,1,0.0194913
41,9.22488,90.3,0,9.22788,90.7703,0.100693,0.733193,6.94255,0.000637759,6.94258,1,0.0201133
42,9.44987,90.3,0,9.45287,90.7934,0.100806,0.736828,6.95217,0.00068175,6.9522,1,0.020733
43,9.67487,90.3,0,9.67787,90.8171,0.10092,0.740457,6.96174,0.000725634,6.96177,1,0.0213501
44,9.89987,90.3,0,9.90287,90.8414,0.10129,0.746549,6.96418,0.000766445,6.96422,1,0.022529
45,10.1249,90.3,0,10.1279,90.8662,0.1018,0.753969,6.96278,0.000805597,6.96282,1,0.0240113
46,10.3499,90.3,0,10.3529,90.8915,0.102309,0.76139,6.96137,0.000844748,6.96142,1,0.0254936
47,10.5749,90.3,0,10.5779,90.9174,0.102818,0.768811,6.95997,0.0008839,6.96003,1,0.026976
48,10.7999,90.3,0,10.8029,90.9439,0.103327,0.776232,6.95856,0.000923051,6.95863,1,0.0284583
49,11.0249,90.3,0,11.0279,90.9709,0.103836,0.783652,6.95716,0.000962203,6.95723,1,0.0299406
50,11.2498,90.3,0,11.2528,90.9984,0.104346,0.791073,6.95575,0.00100135,6.95583,1,0.031423
51,11.4748,90.3,0,11.4778,91.0265,0.104855,0.798494,6.95435,0.00104051,6.95444,1,0.0329053
52,11.6998,90.3,0,11.7028,91.0552,0.105364,0.805915,6.95294,0.00107966,6.95304,1,0.0343876
53,11.9248,90.3,0,11.9278,91.0844,0.105873,0.813335,6.95154,0.00111881,6.95164,1,0.03587
54,12.1498,90.3,0,12.1528,91.1141,0.106382,0.820756,6.95013,0.00115796,6.95024,1,0.0373523
55,12.3748,90.3,0,12.3778,91.1444,0.106891,0.828177,6.94873,0.00119711,6.94884,1,0.0388347
56,12.5998,90.3,0,12.6028,91.1752,0.107401,0.835595,6.9473,0.00123612,6.94743,1,0.0403132
57,12.8248,90.3,0,12.8278,91.2066,0.107912,0.843009,6.94583,0.00127478,6.94596,1,0.0417832
58,13.0498,90.3,0,13.0528,91.2385,0.108423,0.850423,6.94435,0.00131344,6.94449,1,0.0432531
59,13.2748,90.3,0,13.2778,91.271,0.110299,0.873489,6.91773,0.00141013,6.91787,1,0.0445509
60,13.4998,90.3,0,13.5028,91.304,0.112448,0.899689,6.88607,0.00151844,6.88622,1,0.0458143
61,13.7248,90.3,0,13.7278,91.3375,0.114597,0.925889,6.8544,0.00162675,6.85457,1,0.0470776
62,13.9498,90.3,0,13.9528,91.3716,0.116747,0.95209,6.82274,0.00173507,6.82292,1,0.0483409
63,14.1748,90.3,0,14.1778,91.4062,0.118896,0.97829,6.79108,0.00184338,6.79126,1,0.0496043
64,14.3998,90.3,0,14.4028,91.4414,0.121045,1.00449,6.75942,0.00195169,6.75961,1,0.0508676
65,14.6248,90.3,0,14.6278,91.4771,0.123195,1.03069,6.72775,0.00206,6.72796,1,0.052131
66,14.8498,90.3,0,14.8528,91.5134,0.125343,1.05687,6.69611,0.00216819,6.69632,1,0.053393
67,15.0748,90.3,0,15.0778,91.5502,0.127474,1.08277,6.66466,0.00227464,6.66489,1,0.0546366
68,15.2998,90.3,0,15.3028,91.5875,0.130212,1.11786,6.62909,0.00238443,6.62932,1,0.0558675
69,15.5248,90.3,0,15.5278,91.6253,0.133528,1.16167,6.58958,0.00249742,6.58983,1,0.0570862
70,15.7498,90.3,0,15.7528,91.6637,0.136843,1.20549,6.55008,0.0026104,6.55034,1,0.058305
71,15.9748,90.3,0,15.9778,91.7027,0.140157,1.24928,6.51059,0.0027233,6.51086,1,0.0595227
72,16.1998,90.3,0,16.2028,91.7421,0.143228,1.28871,6.47172,0.0028112,6.47201,1,0.0607589
73,16.4248,90.3,0,16.4278,91.7822,0.145909,1.32111,6.43334,0.00285521,6.43364,1,0.0620719
74,16.6498,90.3,0,16.6528,91.8227,0.14859,1.35351,6.39497,0.00289922,6.39528,1,0.0633848
75,16.8748,90.3,0,16.8778,91.8638,0.151271,1.38591,6.35659,0.00294324,6.35692,1,0.0646978
76,17.0998,90.3,0,17.1028,91.9054,0.153952,1.41831,6.31821,0.00298725,6.31856,1,0.0660107
77,17.3248,90.3,0,17.3278,91.9475,0.156633,1.45072,6.27983,0.00303126,6.2802,1,0.0673237
78,17.5498,90.3,0,17.5528,91.9902,0.15929,1.48278,6.2418,0.00307538,6.24218,1,0.0686129
79,17.7748,90.3,0,17.7778,92.0334,0.161556,1.50669,6.20459,0.00310248,6.20498,1,0.0695219
