Point ID,arc_length,Points_0,Points_1,Points_2,Points_Magnitude,Result,tke,u,v,v_mag,vtkValidPointMask,w
0,0,451.5,-105.35,0.003,463.628,nan,nan,nan,nan,nan,0,nan
1,0.224997,451.5,-105.35,0.227997,463.628,0.141094,0.391196,3.62263,0.00470541,3.62263,1,0.000154067
2,0.449994,451.5,-105.35,0.452994,463.628,0.12393,0.384645,4.08877,0.00499771,4.08878,1,0.000353354
3,0.674991,451.5,-105.35,0.677991,463.628,0.114969,0.378305,4.36819,0.00502385,4.36819,1,0.000568269
4,0.899988,451.5,-105.35,0.902988,463.629,0.109241,0.372073,4.55974,0.00492934,4.55975,1,0.000793335
5,1.12498,451.5,-105.35,1.12799,463.629,0.105087,0.3661,4.70351,0.00477553,4.70351,1,0.00102464
6,1.34998,451.5,-105.35,1.35298,463.63,0.101648,0.360419,4.82437,0.00459858,4.82437,1,0.00125776
7,1.57498,451.5,-105.35,1.57798,463.631,0.0987669,0.35499,4.92714,0.00440425,4.92714,1,0.00149216
8,1.79998,451.5,-105.35,1.80298,463.631,0.0964204,0.35007,5.01202,0.0042008,5.01202,1,0.00173033
9,2.02497,451.5,-105.35,2.02797,463.632,0.0943967,0.345458,5.08609,0.00399229,5.08609,1,0.00197079
10,2.24997,451.5,-105.35,2.25297,463.633,0.0924227,0.34093,5.15849,0.00378395,5.1585,1,0.00221013
11,2.47497,451.5,-105.35,2.47797,463.635,0.0910497,0.337396,5.21069,0.00358162,5.21069,1,0.00243595
12,2.69996,451.5,-105.35,2.70296,463.636,0.0896768,0.333862,5.26289,0.0033793,5.26289,1,0.00266178
13,2.92496,451.5,-105.35,2.92796,463.637,0.0883038,0.330328,5.31509,0.00317698,5.31509,1,0.0028876
14,3.14996,451.5,-105.35,3.15296,463.639,0.0872629,0.3276,5.35628,0.00298958,5.35629,1,0.00312834
15,3.37495,451.5,-105.35,3.37795,463.64,0.0863924,0.325283,5.39182,0.00281033,5.39182,1,0.00337681
16,3.59995,451.5,-105.35,3.60295,463.642,0.085522,0.322965,5.42735,0.00263108,5.42735,1,0.00362528
17,3.82495,451.5,-105.35,3.82795,463.644,0.0846515,0.320648,5.46289,0.00245183,5.46289,1,0.00387375
18,4.04995,451.5,-105.35,4.05295,463.646,0.0838117,0.318427,5.49742,0.00227501,5.49742,1,0.00411814
19,4.27494,451.5,-105.35,4.27794,463.648,0.0833228,0.317285,5.52038,0.0021297,5.52038,1,0.00431465
20,4.49994,451.5,-105.35,4.50294,463.65,0.0828339,0.316143,5.54334,0.0019844,5.54334,1,0.00451117
21,4.72494,451.5,-105.35,4.72794,463.652,0.082345,0.315001,5.5663,0.00183909,5.5663,1,0.00470768
22,4.94993,451.5,-105.35,4.95293,463.654,0.0818561,0.313859,5.58926,0.00169378,5.58926,1,0.00490419
23,5.17493,451.5,-105.35,5.17793,463.657,0.0813672,0.312717,5.61222,0.00154847,5.61222,1,0.00510071
24,5.39993,451.5,-105.35,5.40293,463.659,0.0808787,0.311578,5.63517,0.00140303,5.63517,1,0.00529722
25,5.62493,451.5,-105.35,5.62792,463.662,0.0806599,0.311434,5.64933,0.00129418,5.64934,1,0.00556523
26,5.84992,451.5,-105.35,5.85292,463.665,0.0804593,0.311356,5.66289,0.00118789,5.66289,1,0.00583814
27,6.07492,451.5,-105.35,6.07792,463.668,0.0802588,0.311279,5.67645,0.00108159,5.67645,1,0.00611104
28,6.29992,451.5,-105.35,6.30292,463.671,0.0800582,0.311202,5.69001,0.0009753,5.69001,1,0.00638395
29,6.52491,451.5,-105.35,6.52791,463.674,0.0798577,0.311125,5.70357,0.000869006,5.70357,1,0.00665686
30,6.74991,451.5,-105.35,6.75291,463.677,0.0796572,0.311047,5.71713,0.000762712,5.71713,1,0.00692977
31,6.97491,451.5,-105.35,6.97791,463.68,0.0794566,0.31097,5.73069,0.000656417,5.73069,1,0.00720268
32,7.1999,451.5,-105.35,7.2029,463.684,0.0792561,0.310893,5.74425,0.000550123,5.74425,1,0.00747559
33,7.4249,451.5,-105.35,7.4279,463.687,0.079215,0.311507,5.75276,0.000467652,5.75277,1,0.00767732
34,7.6499,451.5,-105.35,7.6529,463.691,0.0792423,0.312417,5.7591,0.00039567,5.7591,1,0.00784774
35,7.8749,451.5,-105.35,7.87789,463.695,0.0792696,0.313326,5.76543,0.000323688,5.76544,1,0.00801816
36,8.09989,451.5,-105.35,8.10289,463.699,0.0792969,0.314236,5.77177,0.000251705,5.77177,1,0.00818858
37,8.32489,451.5,-105.35,8.32789,463.703,0.0793243,0.315145,5.7781,0.000179723,5.77811,1,0.008359
38,8.54989,451.5,-105.35,8.55289,463.707,0.0793516,0.316055,5.78444,0.000107741,5.78444,1,0.00852942
39,8.77488,451.5,-105.35,8.77788,463.711,0.0793789,0.316965,5.79077,3.57586e-05,5.79078,1,0.00869984
40,8.99988,451.5,-105.35,9.00288,463.715,0.0794063,0.317874,5.79711,-3.62239e-05,5.79711,1,0.00887026
41,9.22488,451.5,-105.35,9.22788,463.72,0.0794336,0.318784,5.80344,-0.000108206,5.80345,1,0.00904068
42,9.44987,451.5,-105.35,9.45287,463.724,0.0794609,0.319693,5.80978,-0.000180188,5.80978,1,0.0092111
43,9.67487,451.5,-105.35,9.67787,463.729,0.0794883,0.320603,5.81611,-0.000252171,5.81612,1,0.00938153
44,9.89987,451.5,-105.35,9.90287,463.734,0.0796912,0.322513,5.81822,-0.000299185,5.81823,1,0.00962723
45,10.1249,451.5,-105.35,10.1279,463.739,0.0799884,0.32496,5.81806,-0.000332692,5.81807,1,0.00991328
